Bollinger_w,Bollinger_k,Bollinger P/L,Momentum_wst,Momentum_wlt,Momentum P/L,Consecutive_window,Consecutive_P/L,Ensemble_PL
14,1,7.142933093825211,14,21,5.403766995343241,2,0.11012375003488123,0
14,1,7.142933093825211,14,21,5.403766995343241,3,0.23263574600914022,0
14,2.5,21.790763823396848,14,21,5.403766995343241,2,0.11012375003488123,0
14,2.5,21.790763823396848,14,21,5.403766995343241,3,0.23263574600914022,0
14,1,7.142933093825211,14,28,7.780819801850253,2,0.11012375003488123,0
14,1,7.142933093825211,14,28,7.780819801850253,3,0.23263574600914022,0
14,2.5,21.790763823396848,14,28,7.780819801850253,2,0.11012375003488123,0
14,2.5,21.790763823396848,14,28,7.780819801850253,3,0.23263574600914022,0
